ID,Ciudad,Estado,C.P,Dirección
"Dirección Local Guerrero - Boulevard Vicente Guerrero Km. 270.5 (Autopista México-Acapulco) Col. Universal C.P. 39080, Chilpancingo, Guerrero.",Chilpancingo,Guerrero,39080,"Boulevard Vicente Guerrero Km. 270.5 (Autopista México-Acapulco) Col. Universal C.P. 39080, Chilpancingo, Guerrero."
"Dirección Local Guerrero - Carretera Acapulco-Pinotepa Nacional Km. 202, Col. Centro, C.P. 41940, Cuajinicuilapa, Guerrero.",Cuajinicuilapa,Guerrero,41940,"Carretera Acapulco-Pinotepa Nacional Km. 202, Col. Centro, C.P. 41940, Cuajinicuilapa, Guerrero."
"Dirección Local Guerrero - Carretera Nacional las Vigas Pinotepa S/N, Campamento Cna, C.P. 39990, Domicilio Conocido las Vigas, Municipio de San Marcos, Guerrero.",Municipio de San Marcos,Guerrero,39990,"Carretera Nacional las Vigas Pinotepa S/N, Campamento Cna, C.P. 39990, Domicilio Conocido las Vigas, Municipio de San Marcos, Guerrero."
"Dirección Local Guerrero - Palacio Federal Av. Costera Miguel Alemán 315, Centro, C.P. 39300, Acapulco de Juárez, Guerrero.",Acapulco,Guerrero,39300,"Palacio Federal Av. Costera Miguel Alemán 315, Centro, C.P. 39300, Acapulco de Juárez, Guerrero."
"Dirección Local Guerrero - Prolongación Insurgentes S/N, Col. Silvestre G. Mariscal, C.P. 40930, Atoyac de Álvarez, Guerrero.",Atoyac de Álvarez,Guerrero,40930,"Prolongación Insurgentes S/N, Col. Silvestre G. Mariscal, C.P. 40930, Atoyac de Álvarez, Guerrero."
"Dirección Local Hidalgo - Avenida 16 de Septiembre y Tecali S/N, Colonia Guadalupe Cuarta Sección, C.P. 43650, Tulancingo de Bravo, Hidalgo.",Tulancingo de Bravo,Hidalgo,43650,"Avenida 16 de Septiembre y Tecali S/N, Colonia Guadalupe Cuarta Sección, C.P. 43650, Tulancingo de Bravo, Hidalgo."
"Dirección Local Hidalgo - Calle Arboledas S/N, Esquina Cerrada La Paz, Colonia Zona Industrial, C.P. 42092, Pachuca de Soto, Hidalgo.",Pachuca de Soto,Hidalgo,42092,"Calle Arboledas S/N, Esquina Cerrada La Paz, Colonia Zona Industrial, C.P. 42092, Pachuca de Soto, Hidalgo."
"Dirección Local Hidalgo - Camino Real de la Plata No. 429, Lote 75, Manzana 2, Fraccionamiento Zona Plateada, C.P. 42084, Pachuca de Soto, Hidalgo.",Pachuca de Soto,Hidalgo,42084,"Camino Real de la Plata No. 429, Lote 75, Manzana 2, Fraccionamiento Zona Plateada, C.P. 42084, Pachuca de Soto, Hidalgo."
"Dirección Local Hidalgo - Carretera Huejutla-Chalahuiyapan Km 3.5, Col. Corral Blanco, C.P. 43000, Huejutla, Hidalgo.",Huejutla,Hidalgo,43000,"Carretera Huejutla-Chalahuiyapan Km 3.5, Col. Corral Blanco, C.P. 43000, Huejutla, Hidalgo."
"Dirección Local Hidalgo - Carretera Tulancingo-Cuautepec Km 7.5, Colonia Tepantitla, C.P. 43740, Cuautepec, Hidalgo.",Cuautepec,Hidalgo,43740,"Carretera Tulancingo-Cuautepec Km 7.5, Colonia Tepantitla, C.P. 43740, Cuautepec, Hidalgo."
"Dirección Local Hidalgo - Felipe Ángeles No. 9, Colonia Centro, C.P. 42300, Ixmiquilpan, Hidalgo.",Ixmiquilpan,Hidalgo,42300,"Felipe Ángeles No. 9, Colonia Centro, C.P. 42300, Ixmiquilpan, Hidalgo."
"Dirección Local Hidalgo - Juárez y Reforma No. 1, Colonia Centro, C.P. 42700, Mixquiahuala, Hidalgo.",Mixquiahuala,Hidalgo,42700,"Juárez y Reforma No. 1, Colonia Centro, C.P. 42700, Mixquiahuala, Hidalgo."
"Dirección Local Hidalgo - Leona Vicario No. 1, Colonia Centro, C.P. 42700, Mixquiahuala, Hidalgo.",Mixquiahuala,Hidalgo,42700,"Leona Vicario No. 1, Colonia Centro, C.P. 42700, Mixquiahuala, Hidalgo."
"Dirección Local Hidalgo - Tlaloc No. 1, Colonia Centro, C.P. 43350, Metztitlán, Hidalgo.",Metztitlán,Hidalgo,43350,"Tlaloc No. 1, Colonia Centro, C.P. 43350, Metztitlán, Hidalgo."
"Dirección Local Hidalgo - Valle de San Javier 727, Sección 1, Fraccionamiento Valle de San Javier, C.P. 42086, Pachuca de Soto, Hidalgo.",Pachuca de Soto,Hidalgo,42086,"Valle de San Javier 727, Sección 1, Fraccionamiento Valle de San Javier, C.P. 42086, Pachuca de Soto, Hidalgo."
"Dirección Local Michoacán - Av. Acueducto No. 3626, Col. Ejidal Ocolusen, C.P. 58279, Morelia, Michoacán.",Morelia,Michoacán,58279,"Av. Acueducto No. 3626, Col. Ejidal Ocolusen, C.P. 58279, Morelia, Michoacán."
"Dirección Local Michoacán - Av. Capitán Carlos Rovirosa, No. 1565, Col. Tierra y Libertad, C.P. 58148, Morelia, Michoacán.",Morelia,Michoacán,58148,"Av. Capitán Carlos Rovirosa, No. 1565, Col. Tierra y Libertad, C.P. 58148, Morelia, Michoacán."
"Dirección Local Michoacán - Av. Circunvalación Lázaro Cárdenas S/N, Col. Campamento Obrero, C.P. 60990, Las Guacamayas, Michoacán.",Las Guacamayas,Michoacán,60990,"Av. Circunvalación Lázaro Cárdenas S/N, Col. Campamento Obrero, C.P. 60990, Las Guacamayas, Michoacán."
"Dirección Local Michoacán - Av. Francisco I. Madero, Esq. Lázaro Cárdenas, S/N, Col. Morelos C.P. 60640, Apatzingán, Michoacán.",Apatzingán,Michoacán,60640,"Av. Francisco I. Madero, Esq. Lázaro Cárdenas, S/N, Col. Morelos C.P. 60640, Apatzingán, Michoacán."
"Dirección Local Michoacán - Calle Heber Soto Fierro No. 275 Col. Lomas de Santiaguito C.P. 58120, Morelia, Michoacán.",Morelia,Michoacán,58120,"Calle Heber Soto Fierro No. 275 Col. Lomas de Santiaguito C.P. 58120, Morelia, Michoacán."
"Dirección Local Michoacán - Calle Hidalgo Sur No. 126-A Col. la Regadera, C.P. 61160, Ciudad Hidalgo, Michoacán.",Ciudad Hidalgo,Michoacán,61160,"Calle Hidalgo Sur No. 126-A Col. la Regadera, C.P. 61160, Ciudad Hidalgo, Michoacán."
"Dirección Local Michoacán - Calle Medino Rábago No. 3 Col. El Guamúchil Grande C.P. 59254, Yurécuaro, Michoacán.",Yurécuaro,Michoacán,59254,"Calle Medino Rábago No. 3 Col. El Guamúchil Grande C.P. 59254, Yurécuaro, Michoacán."
"Dirección Local Michoacán - Calle Vasco de Quiroga No. 6, Col. Centro, C.P. 61250, Maravatío, Michoacán.",Maravatío,Michoacán,61250,"Calle Vasco de Quiroga No. 6, Col. Centro, C.P. 61250, Maravatío, Michoacán."
"Dirección Local Michoacán - Calle Virrey de Mendoza No. 502 Fraccionamiento las Fuentes, Esquina Con Avenida del Árbol, C.P. 59690, Zamora, Michoacán.",Zamora,Michoacán,59690,"Calle Virrey de Mendoza No. 502 Fraccionamiento las Fuentes, Esquina Con Avenida del Árbol, C.P. 59690, Zamora, Michoacán."
"Dirección Local Michoacán - Carretera Sahuayo Venustiano Carranza No. 1400 Col. Paso de las Águilas C.P. 59000, Sahuayo, Michoacán.",Sahuayo,Michoacán,59000,"Carretera Sahuayo Venustiano Carranza No. 1400 Col. Paso de las Águilas C.P. 59000, Sahuayo, Michoacán."
"Dirección Local Michoacán - km. 3.5 Carretera Zamora-La Barca, S/N, Col. la Floresta C.P. 59690, Zamora, Michoacán.",Zamora,Michoacán,59690,"km. 3.5 Carretera Zamora-La Barca, S/N, Col. la Floresta C.P. 59690, Zamora, Michoacán."
"Dirección Local Michoacán - Km 1.5 Carretera Tepalcatepec Apatzingán, Col. Camelinas, C.P. 60540, Tepalcatepec, Michoacán.",Tepalcatepec,Michoacán,60540,"Km 1.5 Carretera Tepalcatepec Apatzingán, Col. Camelinas, C.P. 60540, Tepalcatepec, Michoacán."
"Dirección Local Michoacán - Km. 7 Carretera Antigua a Pátzcuaro, S/N, Presa Cointzio, Morelia, Michoacán.",Morelia,Michoacán,SCP,"Km. 7 Carretera Antigua a Pátzcuaro, S/N, Presa Cointzio, Morelia, Michoacán."
"Dirección Local Nayarit - Avenida Insurgentes No. 1050, Oriente, Col. José María Menchaca, C.P. 63150, Tepic, Nayarit.",Tepic,Nayarit,63150,"Avenida Insurgentes No. 1050, Oriente, Col. José María Menchaca, C.P. 63150, Tepic, Nayarit."
"Dirección Local Nayarit - Domicilio Conocido, Campamento Sarh, San Juan de Abajo, C.P. 63730, San Juan de Abajo, Nayarit",San Juan de Abajo,Nayarit,63730,"Domicilio Conocido, Campamento Sarh, San Juan de Abajo, C.P. 63730, San Juan de Abajo, Nayarit"
"Dirección Local Nayarit - Ignacio Manuel Altamirano No. 347, Planta Baja, Ala Norte, Col. Magistral, C.P. 63040, Tepic, Nayarit.",Tepic,Nayarit,63040,"Ignacio Manuel Altamirano No. 347, Planta Baja, Ala Norte, Col. Magistral, C.P. 63040, Tepic, Nayarit."
"Dirección Local Nayarit - Río Colorado No. 130, Col. los Fresnos, Planta Baja, Ala Norte C.P. 63185, Tepic, Nayarit.",Tepic,Nayarit,63185,"Río Colorado No. 130, Col. los Fresnos, Planta Baja, Ala Norte C.P. 63185, Tepic, Nayarit."
"Dirección Local Puebla - 1 Oriente Sin Número, Palacio Federal, Col. Centro, C.P. 75700, Tehuacán, Puebla.",Tehuacán,Puebla,75700,"1 Oriente Sin Número, Palacio Federal, Col. Centro, C.P. 75700, Tehuacán, Puebla."
"Dirección Local Puebla - Boulevard México 68, No. 5020, Col. México 68, C.P. 72300, Puebla, Puebla.",Puebla,Puebla,72300,"Boulevard México 68, No. 5020, Col. México 68, C.P. 72300, Puebla, Puebla."
"Dirección Local Puebla - Calle 9 Poniente S/N, Col. Barrio de San Sebastián, C.P. 75480, Tecamachalco, Puebla.",Tecamachalco,Puebla,75480,"Calle 9 Poniente S/N, Col. Barrio de San Sebastián, C.P. 75480, Tecamachalco, Puebla."
"Dirección Local Puebla - Circuito Juan Pablo Ii No.505, Col Residencial Boulevares, C.P. 72440, Puebla, Puebla.",Puebla,Puebla,72440,"Circuito Juan Pablo Ii No.505, Col Residencial Boulevares, C.P. 72440, Puebla, Puebla."
"Dirección Local Querétaro - Hacienda Santillán No. 119, Col. El Jacal, C.P. 76187, Querétaro, Querétaro.",Querétaro,Querétaro,76187,"Hacienda Santillán No. 119, Col. El Jacal, C.P. 76187, Querétaro, Querétaro."
"Dirección Local Querétaro - Av. Colinas del Cimatario S/N, C.P. 76060, Colinas del Cimatario, Querétaro.",Colinas del Cimatario,Querétaro,76060,"Av. Colinas del Cimatario S/N, C.P. 76060, Colinas del Cimatario, Querétaro."
"Dirección Local Querétaro - Av. Hidalgo No. 36, Col. Centro, C.P. 76800, San Juan del Río, Querétaro.",San Juan del Río,Querétaro,76800,"Av. Hidalgo No. 36, Col. Centro, C.P. 76800, San Juan del Río, Querétaro."
"Dirección Local Querétaro - Hacienda Santillán No. 119, Col. El Jacal, C.P. 76187, Querétaro, Querétaro.",Querétaro,Querétaro,76187,"Hacienda Santillán No. 119, Col. El Jacal, C.P. 76187, Querétaro, Querétaro."
"Dirección Local Quintana Roo - Av. Santiago Pacheco Cruz S/N, Esquina Calle 54, Colonia Javier Rojo Gómez, C.P. 77259, Felipe Carrillo Puerto, Quintana Roo.",Felipe carrillo puerto,Quintana Roo,77259,"Av. Santiago Pacheco Cruz S/N, Esquina Calle 54, Colonia Javier Rojo Gómez, C.P. 77259, Felipe Carrillo Puerto, Quintana Roo."
"Dirección Local Quintana Roo - Avenida Universidad No. 510, Esquina Benjamín Hill, Col. Nueva Reforma, C.P. 77018, Chetumal, Quintana Roo.",Chetumal,Quintana Roo,77018,"Avenida Universidad No. 510, Esquina Benjamín Hill, Col. Nueva Reforma, C.P. 77018, Chetumal, Quintana Roo."
"Dirección Local Quintana Roo - Km 16.5 de la Carretera Cancún – Chetumal, C.P.77580, Cancún, Quintana Roo.",Cancún,Quintana Roo,77580,"Km 16.5 de la Carretera Cancún – Chetumal, C.P.77580, Cancún, Quintana Roo."
"Dirección Local Quintana Roo - Km 2.5 de la Carretera Antigua a Santa Elena, Fraccionamiento la Herradura, C.P. 77050, Municipio Othón P Blanco, Chetumal, Quintana Roo.",Chetumal,Quintana Roo,77050,"Km 2.5 de la Carretera Antigua a Santa Elena, Fraccionamiento la Herradura, C.P. 77050, Municipio Othón P Blanco, Chetumal, Quintana Roo."
"Dirección Local Quintana Roo - Km. 0+000 del Boulevard Kukulkán, C.P. 77500, Cancún, Quintana Roo.",Cancún,Quintana Roo,77500,"Km. 0+000 del Boulevard Kukulkán, C.P. 77500, Cancún, Quintana Roo."
"Dirección Local San Luis Potosí - Av. Francisco I. Madero Sur No. 123, Matlapa Centro, Barrio San Agustín, C.P. 79970, Matlapa, San Luis Potosí.",Matlapa,San Luis Potosí,79970,"Av. Francisco I. Madero Sur No. 123, Matlapa Centro, Barrio San Agustín, C.P. 79970, Matlapa, San Luis Potosí."
"Dirección Local San Luis Potosí - Av. Himno Nacional No. 2032, Fraccionamiento Tangamanga, C.P. 78269, San Luis Potosí, San Luis Potosí.",San Luis Potosí,San Luis Potosí,78269,"Av. Himno Nacional No. 2032, Fraccionamiento Tangamanga, C.P. 78269, San Luis Potosí, San Luis Potosí."
"Dirección Local San Luis Potosí - Av. Sindicatos No. 100, Col. Zona Industrial, C.P. 78395, San Luis Potosí, San Luis Potosí.",San Luis Potosí,San Luis Potosí,78395,"Av. Sindicatos No. 100, Col. Zona Industrial, C.P. 78395, San Luis Potosí, San Luis Potosí."
"Dirección Local San Luis Potosí - Calle Molinos No. 1000, Col. Casablanca, C.P. 79615, Ciudad Fernández, San Luis Potosí.",Ciudad Fernández,San Luis Potosí,79615,"Calle Molinos No. 1000, Col. Casablanca, C.P. 79615, Ciudad Fernández, San Luis Potosí."
"Dirección Local San Luis Potosí - Carretera Valles-Tampico Km. 80, Col. Campamento Sarh, C.P. 79183, Ébano, San Luis Potosí.",Ébano,San Luis Potosí,79183,"Carretera Valles-Tampico Km. 80, Col. Campamento Sarh, C.P. 79183, Ébano, San Luis Potosí."
"Dirección Local San Luis Potosí - Fray Diego de la Magdalena S/N, Parque Tangamanga No. 2, Col. Industrial Aviación, C.P. 78140, San Luis Potosí, San Luis Potosí.",San Luis Potosí,San Luis Potosí,78140,"Fray Diego de la Magdalena S/N, Parque Tangamanga No. 2, Col. Industrial Aviación, C.P. 78140, San Luis Potosí, San Luis Potosí."
"Dirección Local San Luis Potosí - Progreso No. 200, Col. Rotarios, C.P. 79080, Ciudad Valles, San Luis Potosí.",Ciudad Valles,San Luis Potosí,79080,"Progreso No. 200, Col. Rotarios, C.P. 79080, Ciudad Valles, San Luis Potosí."
"Dirección Local San Luis Potosí - Prolongación Jiménez No. 603 Esquina Rayón, Col. Centro, C.P. 79610, Río Verde, San Luis Potosí.",Río verde,San Luis Potosí,79610,"Prolongación Jiménez No. 603 Esquina Rayón, Col. Centro, C.P. 79610, Río Verde, San Luis Potosí."
"Dirección Local Tabasco - Avenida Paseo Tabasco No. 907, Col. Jesús García, C.P. 86040, Villahermosa, Tabasco.",Villahermosa,Tabasco,86040,"Avenida Paseo Tabasco No. 907, Col. Jesús García, C.P. 86040, Villahermosa, Tabasco."
"Dirección Local Tabasco - Malecón Leandro Rovirosa Wade No. 1120, Col. Gaviotas Norte, C.P. 86090, Villahermosa, Tabasco.",Villahermosa,Tabasco,86090,"Malecón Leandro Rovirosa Wade No. 1120, Col. Gaviotas Norte, C.P. 86090, Villahermosa, Tabasco."
"Dirección Local Tabasco - Prolongación 27 de febrero S/N, Col. Paso y Playa Campamento de Recursos, C.P. 86500, Cárdenas, Tabasco.",Cárdenas,Tabasco,86500,"Prolongación 27 de febrero S/N, Col. Paso y Playa Campamento de Recursos, C.P. 86500, Cárdenas, Tabasco."
"Dirección Local Tlaxcala - Av. Leonarda Gómez Blanco S/N . Col Adolfo López Mateos, C.P. 90040, Tlaxcala, Tlaxcala.",Tlaxcala,Tlaxcala,90040,"Av. Leonarda Gómez Blanco S/N . Col Adolfo López Mateos, C.P. 90040, Tlaxcala, Tlaxcala."
"Dirección Local Tlaxcala - Calle 8 No. 703, Colonia la Loma Xicoténcatl, C.P. 90062, Tlaxcala, Tlaxcala.",Tlaxcala,Tlaxcala,90062,"Calle 8 No. 703, Colonia la Loma Xicoténcatl, C.P. 90062, Tlaxcala, Tlaxcala."
"Dirección Local Tlaxcala - Calle Morelos No. 44 Ocotlán, C.P. 90100, Tlaxcala, Tlaxcala.",Tlaxcala,Tlaxcala,90100,"Calle Morelos No. 44 Ocotlán, C.P. 90100, Tlaxcala, Tlaxcala."
"Dirección Local Zacatecas - Avenida Secretaría de la Defensa Nacional No. 90, Zona Industrial, C.P. 98604, Guadalupe, Zacatecas.",Guadalupe,Zacatecas,98604,"Avenida Secretaría de la Defensa Nacional No. 90, Zona Industrial, C.P. 98604, Guadalupe, Zacatecas."
"Dirección Local Zacatecas - C. Galeana No. 5, Col Centro, Rio Grande, Zacatecas, C.P. 98400, Rio Grande, Zacatecas.",Rio Grande,Zacatecas,98400,"C. Galeana No. 5, Col Centro, Rio Grande, Zacatecas, C.P. 98400, Rio Grande, Zacatecas."
"Dirección Local Zacatecas - C. Palma S/N, Cerro de la Urbaneja, C.P. 99100, Sombrerete, Zacatecas.",Sombrerete,Zacatecas,99100,"C. Palma S/N, Cerro de la Urbaneja, C.P. 99100, Sombrerete, Zacatecas."
"Dirección Local Zacatecas - C. Sánchez Román No. 26, Col Centro, C.P. 99700, Tlaltenango, Zacatecas.",Tlaltenango,Zacatecas,99700,"C. Sánchez Román No. 26, Col Centro, C.P. 99700, Tlaltenango, Zacatecas."
"Dirección Local Zacatecas - Domicilio Cerro de la Bufa, C.P. 98600, Zacatecas, Zacatecas.",Zacatecas,Zacatecas,98600,"Domicilio Cerro de la Bufa, C.P. 98600, Zacatecas, Zacatecas."
"Organismo de Cuenca Aguas del Valle de México - Autopista Peñón-Texcoco Km. 4.5, C.P. 56100, Texcoco, Estado de México.",Texcoco,Estado de México,56100,"Autopista Peñón-Texcoco Km. 4.5, C.P. 56100, Texcoco, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Autopista Peñón-Texcoco Km. 4.5, C.P. 56530, Texcoco, Estado de México.",Texcoco,Estado de México,56530,"Autopista Peñón-Texcoco Km. 4.5, C.P. 56530, Texcoco, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Autopista Peñón-Texcoco Km. 5.4, Zona Federal del Ex-Lago de Texcoco, C.P. 56100, Texcoco, Estado de México.",Texcoco,Estado de México,56100,"Autopista Peñón-Texcoco Km. 5.4, Zona Federal del Ex-Lago de Texcoco, C.P. 56100, Texcoco, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Av. Acueducto S/N Colonia la Panorámica, C.P. 55036, San Cristóbal Ecatepec, Estado de México.",San Cristóbal Ecatepec,Estado de México,55036,"Av. Acueducto S/N Colonia la Panorámica, C.P. 55036, San Cristóbal Ecatepec, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Av. Chiapas S/N, Esquina Dr., Jiménez Cantú, Colonia Constitución de 1917, C.P. 54190, Ecatepec, Estado de México.",Ecatepec,Estado de México,54190,"Av. Chiapas S/N, Esquina Dr., Jiménez Cantú, Colonia Constitución de 1917, C.P. 54190, Ecatepec, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Av. Dr. Jorge Jiménez Cantú S/N, Colonia Nuevo Madin, C.P. 52989, Atizapán de Zaragoza, Estado de México.",Atizapán de Zaragoza,Estado de México,52989,"Av. Dr. Jorge Jiménez Cantú S/N, Colonia Nuevo Madin, C.P. 52989, Atizapán de Zaragoza, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Av. El Huérfano #10, Colonia San Francisco Cuautliquixca, C.P. 55760, Tecámac, Estado de México.",Tecámac,Estado de México,55760,"Av. El Huérfano #10, Colonia San Francisco Cuautliquixca, C.P. 55760, Tecámac, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Avenida José Loreto Fabela 850, Colonia San Juan de Aragón, C.P. 07950, Alcaldía Gustavo A. Madero, CDMX.",CDMX,CDMX,"07950,","Avenida José Loreto Fabela 850, Colonia San Juan de Aragón, C.P. 07950, Alcaldía Gustavo A. Madero, CDMX."
"Organismo de Cuenca Aguas del Valle de México - Av. México S/N Col. Dos Ríos, C.P. 52790, Huixquilucan, Estado de México.",Huixquilucan,Estado de México,52790,"Av. México S/N Col. Dos Ríos, C.P. 52790, Huixquilucan, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Av. Recursos Hidráulicos No. 23, Colonia Ejidos de San Cristóbal, C.P. 55040, Ecatepec, Estado de México.",Ecatepec,Estado de México,55040,"Av. Recursos Hidráulicos No. 23, Colonia Ejidos de San Cristóbal, C.P. 55040, Ecatepec, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Av. Río Churubusco No. 650, Colonia Carlos Zapata Vela, C.P. 08040, Alcaldía Iztacalco, CDMX.",CDMX,CDMX,"08040,","Av. Río Churubusco No. 650, Colonia Carlos Zapata Vela, C.P. 08040, Alcaldía Iztacalco, CDMX."
"Organismo de Cuenca Aguas del Valle de México - Calle 10 de Junio S/N, Antes Recursos Hidráulicos Esquina Av. Toluca, Colonia Poblado de Teyahualco, C.P. 54990, Tultepec, Estado de México.",Tultepec,Estado de México,54990,"Calle 10 de Junio S/N, Antes Recursos Hidráulicos Esquina Av. Toluca, Colonia Poblado de Teyahualco, C.P. 54990, Tultepec, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Calle Diego Rivera S/N, Colonia Emiliano Zapata ISSSTE, C.P. 56227, Texcoco, Estado de México.",Texcoco,Estado de México,56227,"Calle Diego Rivera S/N, Colonia Emiliano Zapata ISSSTE, C.P. 56227, Texcoco, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Calzada Guadalupe Esquina Interceptor Poniente, Colonia El Cerrito, C.P. 54800, Cuautitlán, Estado de México.",Cuautitlán,Estado de México,54800,"Calzada Guadalupe Esquina Interceptor Poniente, Colonia El Cerrito, C.P. 54800, Cuautitlán, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Camino a Presa Chilesdo Km. 2.2, Col. Manzana de Castle, C.P. 51000, Estado de México.",Estado de México,Estado de México,51000,"Camino a Presa Chilesdo Km. 2.2, Col. Manzana de Castle, C.P. 51000, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Camino Presa Valle de Bravo a Villa Colorines S/N, Colonia Villa de Colorines, C.P. 51230, Estado de México.",Estado de México,Estado de México,51230,"Camino Presa Valle de Bravo a Villa Colorines S/N, Colonia Villa de Colorines, C.P. 51230, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Ixtapan del Oro-Colorines S/N, Col. Ixtapan del Oro Centro, C.P. 51070, Estado de México.",Estado de México,Estado de México,51070,"Carretera Ixtapan del Oro-Colorines S/N, Col. Ixtapan del Oro Centro, C.P. 51070, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Santa María Atarasquillo-San Nicolás Peralta S/N, Col. Agrícola Analco En San Nicolás Peralta, C.P. 52047, Lerma de Villada, Estado de México.",Lerma de Villada,Estado de México,52047,"Carretera Santa María Atarasquillo-San Nicolás Peralta S/N, Col. Agrícola Analco En San Nicolás Peralta, C.P. 52047, Lerma de Villada, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Toluca Zitácuaro Col. Gustavo Baz Tanque Santa Isabel Municipio de Villa Victoria Km. 108, Toluca, Estado de México.",Toluca,Estado de México,50963,"Carretera Toluca Zitácuaro Col. Gustavo Baz Tanque Santa Isabel Municipio de Villa Victoria Km. 108, Toluca, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Toluca-Valle de Bravo, Vía Monumento Km. 23.5, Col. El Arco, C.P. 51200, Valle de Bravo, Estado de México.",Valle de Bravo,Estado de México,51200,"Carretera Toluca-Valle de Bravo, Vía Monumento Km. 23.5, Col. El Arco, C.P. 51200, Valle de Bravo, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Villa Victoria - El Oro Km. 6.5, Col. la Presa, C.P. 50985, Estado de México.",Estado de México,Estado de México,50985,"Carretera Villa Victoria - El Oro Km. 6.5, Col. la Presa, C.P. 50985, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Reyes Apaxco Km. 22.7 Barrio de San Miguel, C.P. 55650, Tequixquiac, Estado de México.",Tequixquiac,Estado de México,55650,"Carretera Reyes Apaxco Km. 22.7 Barrio de San Miguel, C.P. 55650, Tequixquiac, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Carretera Tuxpan-Agostitlan Km. 4, Ejido El Malacate, C.P. 61426, Ejido El Malacate, Michoacán.",Ejido El Malacate,Michoacán,61426,"Carretera Tuxpan-Agostitlan Km. 4, Ejido El Malacate, C.P. 61426, Ejido El Malacate, Michoacán."
"Organismo de Cuenca Aguas del Valle de México - Carretera Zitacuaro-Huetamo, Km.11, Ejido los Zapotes, C.P. 61539, Ejido Los Zapotes, Michoacán.",Ejido Los Zapotes,Michoacán,61539,"Carretera Zitacuaro-Huetamo, Km.11, Ejido los Zapotes, C.P. 61539, Ejido Los Zapotes, Michoacán."
"Organismo de Cuenca Aguas del Valle de México - Emisor Poniente S/N Esquina Con Francisco Villa, Barrio Caltenco, C.P. 54660, Coyotepec, Estado de México.",Coyotepec,Estado de México,54660,"Emisor Poniente S/N Esquina Con Francisco Villa, Barrio Caltenco, C.P. 54660, Coyotepec, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Km 22.5 Carretera México-Puebla Esquina Camino Al Tiradero de Santa Catalina, Col. Loma Encantada, C.P. 50900, La Paz, Estado de México.",La Paz,Estado de México,50900,"Km 22.5 Carretera México-Puebla Esquina Camino Al Tiradero de Santa Catalina, Col. Loma Encantada, C.P. 50900, La Paz, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Km. 2 Carretera a San Bartolo Cuautlalpan S/N, Colonia Lázaro Cárdenas, Frente a la Subestación de CFE, C.P. 43801, Tizayuca, Hidalgo.",Tizayuca,Hidalgo,43801,"Km. 2 Carretera a San Bartolo Cuautlalpan S/N, Colonia Lázaro Cárdenas, Frente a la Subestación de CFE, C.P. 43801, Tizayuca, Hidalgo."
"Organismo de Cuenca Aguas del Valle de México - Km. 54.5 Carretera Toluca-Valle de Bravo, C.P. 51000, los Berros Villa de Allende, Estado de México.",Los Berros Villa de Allende,Estado de México,51000,"Km. 54.5 Carretera Toluca-Valle de Bravo, C.P. 51000, los Berros Villa de Allende, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Km. 7.5 Autopista Peñón-Texcoco, C.P. 56100, Texcoco, Estado de México.",Texcoco,Estado de México,56100,"Km. 7.5 Autopista Peñón-Texcoco, C.P. 56100, Texcoco, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - Paseo de Sicilia No. 225, Fraccionamiento Lomas Estrella Segunda Sección, C.P. 09890, Alcaldía Iztapalapa, CDMX.",CDMX,CDMX,"09890,","Paseo de Sicilia No. 225, Fraccionamiento Lomas Estrella Segunda Sección, C.P. 09890, Alcaldía Iztapalapa, CDMX."
"Organismo de Cuenca Aguas del Valle de México - Presa Colorines Frente a Oficinas de Café Carr. Colorines Santo Tomas de los Plátanos, C.P. 51230, Valle de Bravo, Estado de México.",Valle de Bravo,Estado de México,51230,"Presa Colorines Frente a Oficinas de Café Carr. Colorines Santo Tomas de los Plátanos, C.P. 51230, Valle de Bravo, Estado de México."
"Organismo de Cuenca Aguas del Valle de México - San Pablo Autopan, C.P. 50290, Toluca, Estado de México.",Toluca,Estado de México,50290,"San Pablo Autopan, C.P. 50290, Toluca, Estado de México."
